Date                	Time                	Reading             	Alarm               	
7/6/2017            	10:15:15 PM         	32.645 °C           	                    	
7/6/2017            	10:15:25 PM         	32.358 °C           	                    	
7/6/2017            	10:15:35 PM         	32.117 °C           	                    	
7/6/2017            	10:15:47 PM         	31.868 °C           	                    	
7/6/2017            	10:15:55 PM         	31.676 °C           	                    	
7/6/2017            	10:16:05 PM         	31.450 °C           	                    	
7/6/2017            	10:16:15 PM         	31.227 °C           	                    	
7/6/2017            	10:16:28 PM         	30.911 °C           	                    	
7/6/2017            	10:16:35 PM         	30.749 °C           	                    	
7/6/2017            	10:16:45 PM         	30.522 °C           	                    	
7/6/2017            	10:16:55 PM         	30.235 °C           	                    	
7/6/2017            	10:17:08 PM         	29.935 °C           	                    	
7/6/2017            	10:17:15 PM         	29.775 °C           	                    	
7/6/2017            	10:17:25 PM         	29.585 °C           	                    	
7/6/2017            	10:17:35 PM         	29.396 °C           	                    	
7/6/2017            	10:17:48 PM         	29.144 °C           	                    	
7/6/2017            	10:17:55 PM         	28.958 °C           	                    	
7/6/2017            	10:18:05 PM         	28.686 °C           	                    	
7/6/2017            	10:18:15 PM         	28.419 °C           	                    	
7/6/2017            	10:18:28 PM         	28.116 °C           	                    	
7/6/2017            	10:18:35 PM         	27.915 °C           	                    	
7/6/2017            	10:18:45 PM         	27.674 °C           	                    	
7/6/2017            	10:18:55 PM         	27.443 °C           	                    	
7/6/2017            	10:19:08 PM         	27.224 °C           	                    	
7/6/2017            	10:19:15 PM         	27.079 °C           	                    	
7/6/2017            	10:19:25 PM         	26.807 °C           	                    	
7/6/2017            	10:19:35 PM         	26.547 °C           	                    	
7/6/2017            	10:19:48 PM         	26.255 °C           	                    	
7/6/2017            	10:19:55 PM         	26.113 °C           	                    	
7/6/2017            	10:20:05 PM         	25.879 °C           	                    	
7/6/2017            	10:20:15 PM         	25.662 °C           	                    	
7/6/2017            	10:20:28 PM         	25.377 °C           	                    	
7/6/2017            	10:20:35 PM         	25.231 °C           	                    	
7/6/2017            	10:20:45 PM         	24.972 °C           	                    	
7/6/2017            	10:20:55 PM         	24.717 °C           	                    	
7/6/2017            	10:21:15 PM         	24.381 °C           	                    	
7/6/2017            	10:21:25 PM         	24.307 °C           	                    	
7/6/2017            	10:21:35 PM         	24.247 °C           	                    	
7/6/2017            	10:21:48 PM         	24.204 °C           	                    	
7/6/2017            	10:21:55 PM         	24.173 °C           	                    	
7/6/2017            	10:22:05 PM         	24.148 °C           	                    	
7/6/2017            	10:22:15 PM         	24.102 °C           	                    	
7/6/2017            	10:22:28 PM         	24.074 °C           	                    	
7/6/2017            	10:22:35 PM         	24.064 °C           	                    	
7/6/2017            	10:22:45 PM         	24.055 °C           	                    	
7/6/2017            	10:22:55 PM         	24.077 °C           	                    	
7/6/2017            	10:23:08 PM         	24.099 °C           	                    	
7/6/2017            	10:23:15 PM         	24.107 °C           	                    	
7/6/2017            	10:23:25 PM         	24.117 °C           	                    	
7/6/2017            	10:23:36 PM         	24.105 °C           	                    	
7/6/2017            	10:23:45 PM         	24.120 °C           	                    	
7/6/2017            	10:23:55 PM         	24.130 °C           	                    	
7/6/2017            	10:24:05 PM         	24.154 °C           	                    	
7/6/2017            	10:24:16 PM         	24.192 °C           	                    	
7/6/2017            	10:24:25 PM         	24.236 °C           	                    	
7/6/2017            	10:24:36 PM         	24.252 °C           	                    	
7/6/2017            	10:24:45 PM         	24.283 °C           	                    	
7/6/2017            	10:24:56 PM         	24.312 °C           	                    	
